Source,Target,ConversionRate
737,3051,0.04537
737,305,0.044836
737,4367,0.044808
737,3006,0.042896
738,4127,0.015412
738,2922,0.015412
738,5044,0.015412
738,1929,0.015412
738,3714,0.015412
738,2884,0.015412
738,2261,0.015408
738,1818,0.015408
738,2107,0.015408
738,2106,0.015408
738,954,0.015408
738,4437,0.015408
738,3158,0.015408
738,4295,0.015408
738,320,0.015404
738,5042,0.015404
738,673,0.015404
738,4711,0.015404
738,3898,0.015404
738,3808,0.015404
738,5549,0.015404
738,665,0.015404
738,1752,0.015404
738,5086,0.015404
738,2530,0.015404
738,777,0.015404
738,4186,0.015404
738,2848,0.015404
738,1250,0.015401
738,4334,0.015401
738,2718,0.015401
738,5087,0.015401
738,4713,0.015401
738,4310,0.015401
738,838,0.015401
738,5043,0.015401
738,4304,0.015397
738,4181,0.015397
738,3748,0.015397
738,2919,0.015397
738,847,0.015393
738,2918,0.015393
738,1820,0.015393
738,2244,0.015393
738,3519,0.015393
738,5259,0.015389
738,1819,0.015385
738,2915,0.015385
738,636,0.015382
738,2713,0.015382
738,1363,0.015382
738,778,0.015382
738,756,0.015378
738,1278,0.015374
738,2395,0.01537
738,1369,0.015348
738,90,0.015344
738,404,0.015336
738,3226,0.015329
738,2850,0.015317
738,4488,0.015306
738,1307,0.015295
738,969,0.015291
738,879,0.015249
738,4650,0.015219
739,1703,0.143446
739,708,0.143446
739,1710,0.143094
739,3597,0.142706
739,705,0.142671
739,3601,0.142495
739,2571,0.142143
740,2511,0.008865
740,2092,0.00886
740,952,0.008854
740,3133,0.008854
740,5214,0.008854
740,1733,0.008854
740,803,0.008849
740,827,0.008849
740,2241,0.008849
740,4672,0.008849
740,2261,0.008849
740,2106,0.008849
740,3984,0.008849
740,1279,0.008849
740,3508,0.008849
740,892,0.008849
740,1729,0.008849
740,3214,0.008849
740,1508,0.008849
740,1375,0.008849
740,207,0.008849
740,142,0.008849
740,2076,0.008849
740,5409,0.008849
740,1659,0.008843
740,176,0.008843
740,1977,0.008843
740,1732,0.008843
740,3521,0.008843
740,3974,0.008843
740,1475,0.008838
740,1039,0.008838
740,368,0.008838
740,300,0.008838
740,1809,0.008838
740,5511,0.008838
740,671,0.008838
740,828,0.008838
740,281,0.008838
740,2869,0.008832
740,811,0.008832
740,2057,0.008832
740,2672,0.008827
740,798,0.008827
740,4575,0.008827
740,4188,0.008827
740,345,0.008827
740,764,0.008816
740,3116,0.008816
740,2177,0.008816
740,5787,0.008816
740,2915,0.008816
740,1715,0.008811
740,930,0.008805
740,2647,0.008805
740,3229,0.008805
740,4676,0.008805
740,2557,0.0088
740,906,0.0088
740,964,0.008794
740,2242,0.008794
740,3700,0.008794
740,4185,0.008794
740,102,0.008789
740,1267,0.008789
740,3980,0.008789
740,1290,0.008789
740,1731,0.008789
740,2451,0.008784
740,3150,0.008784
740,5773,0.008784
740,325,0.008784
740,610,0.008778
740,2123,0.008778
740,594,0.008778
740,3051,0.008773
740,2492,0.008767
740,3146,0.008762
740,244,0.008762
740,5602,0.008762
740,5328,0.008756
740,1901,0.008756
740,1932,0.008756
740,5429,0.008756
740,1016,0.008756
740,2495,0.008751
740,3328,0.008746
740,3069,0.00874
740,1755,0.00874
740,5605,0.008735
740,5401,0.008702
740,5411,0.008697
740,602,0.008691
740,2528,0.008686
740,5330,0.00868
740,1882,0.00868
740,364,0.008675
740,3005,0.008675
740,305,0.008669
740,1097,0.008664
740,4220,0.008664
740,5530,0.008653
740,4866,0.008648
740,5596,0.008648
740,4413,0.008631
740,4215,0.008631
740,4931,0.00862
740,5063,0.00862
740,879,0.00862
740,917,0.008582
740,2914,0.008523
740,4529,0.008381
740,4997,0.008349
740,4114,0.008332
741,3138,0.08352
741,4107,0.08349
741,4202,0.08349
741,490,0.083459
741,3672,0.083428
741,2919,0.083398
741,780,0.083398
741,4443,0.083367
741,4442,0.083336
741,4139,0.083244
741,2698,0.083059
741,1478,0.082813
742,2172,0.033743
742,568,0.033722
742,4403,0.033722
742,1508,0.033701
742,2056,0.03368
742,1165,0.03368
742,3600,0.03368
742,2529,0.03366
742,2641,0.03366
742,5441,0.03366
742,872,0.033618
742,295,0.033577
742,2978,0.033577
742,3641,0.033556
742,3295,0.033556
742,194,0.033515
742,2653,0.033432
742,1746,0.03337
742,3875,0.033349
742,3495,0.033328
742,1196,0.033266
742,2447,0.033204
742,2528,0.03308
742,2179,0.033059
742,1084,0.032956
742,4116,0.032935
742,1158,0.032707
742,186,0.032479
742,1072,0.032397
742,2573,0.032128
743,5179,1.0
744,1747,0.033564
744,3650,0.033548
744,1343,0.033531
744,1684,0.033531
744,3841,0.033531
744,4392,0.033531
744,844,0.033514
744,1969,0.033498
744,3764,0.033482
744,2921,0.033482
744,1046,0.033465
744,1506,0.033465
744,3107,0.033449
744,1049,0.033449
744,24,0.033432
744,2915,0.033432
744,253,0.033416
744,16,0.033399
744,485,0.033383
744,710,0.033383
744,50,0.033383
744,4752,0.033284
744,3146,0.033267
744,3334,0.033251
744,2137,0.033235
744,404,0.033218
744,86,0.033218
744,5777,0.032905
744,2709,0.032773
744,150,0.031983
745,3223,0.09135
745,2354,0.091305
745,946,0.09126
745,2478,0.09117
745,5114,0.09117
745,5521,0.090946
745,3752,0.090901
745,3709,0.090766
745,2343,0.090766
745,996,0.090362
745,2528,0.090003
746,1455,0.335134
746,1927,0.333055
746,2127,0.331811
747,2091,0.091322
747,3725,0.091288
747,4672,0.091254
747,2692,0.091221
747,1244,0.091154
747,646,0.090985
747,2688,0.090952
747,2637,0.090784
747,3917,0.090683
747,3241,0.090347
747,2365,0.090011
748,3438,1.0
749,1584,0.111187
749,2291,0.111187
749,151,0.11116
749,2606,0.111132
749,3645,0.111132
749,1372,0.111105
749,2016,0.11105
749,3573,0.11105
749,3131,0.110996
750,3559,0.058903
750,1713,0.058903
750,3552,0.058903
750,1508,0.058889
750,436,0.058875
750,1185,0.058875
750,276,0.058875
750,168,0.058875
750,797,0.058875
750,1362,0.058875
750,399,0.058875
750,1543,0.058846
750,373,0.058817
750,2738,0.058744
750,2097,0.058716
750,3015,0.058585
750,996,0.058571
751,4,0.144514
751,5382,0.143467
751,380,0.143064
751,5701,0.142662
751,5176,0.142581
751,5180,0.14242
751,4988,0.141292
752,3726,0.040322
752,3349,0.040302
752,3171,0.040283
752,2055,0.040283
752,2438,0.040263
752,3581,0.040263
752,2815,0.040263
752,569,0.040243
752,3677,0.040243
752,4673,0.040243
752,661,0.040243
752,1033,0.040223
752,133,0.040223
752,373,0.040184
752,4037,0.040184
752,1923,0.040144
752,2803,0.040104
752,4907,0.039966
752,5506,0.039926
752,571,0.039867
752,95,0.039748
752,2427,0.039313
752,186,0.039115
752,1072,0.039036
752,2078,0.039016
753,296,1.0
754,2695,0.024538
754,517,0.024538
754,4381,0.024538
754,1431,0.024526
754,2547,0.024526
754,2567,0.024514
754,3892,0.024502
754,3695,0.024502
754,2522,0.024502
754,476,0.02449
754,1134,0.02449
754,849,0.02449
754,2157,0.024477
754,533,0.024477
754,4006,0.024477
754,97,0.024477
754,2711,0.024477
754,2516,0.024477
754,1156,0.024453
754,3089,0.024453
754,1811,0.024453
754,3953,0.024441
754,4158,0.024441
754,678,0.024429
754,1424,0.024429
754,1706,0.024393
754,1290,0.024381
754,2126,0.024369
754,3839,0.024369
754,2167,0.024345
754,2698,0.024345
754,516,0.024345
754,3146,0.024321
754,3495,0.024297
754,2894,0.024285
754,4844,0.024213
754,95,0.024188
754,3905,0.024152
754,5777,0.024056
754,1353,0.024044
754,4992,0.023779
755,3242,0.250184
755,2885,0.250123
755,2469,0.250061
755,4772,0.249632
756,3378,1.0
757,839,0.16776
757,901,0.167512
757,23,0.166955
757,1059,0.16677
757,2334,0.166213
757,3749,0.164791
758,422,0.040147
758,4514,0.040147
758,676,0.040122
758,4606,0.040122
758,1159,0.040122
758,3242,0.040122
758,419,0.040098
758,421,0.040098
758,521,0.040073
758,2636,0.040073
758,4172,0.040073
758,508,0.040048
758,900,0.040048
758,677,0.040024
758,2599,0.040024
758,2720,0.039999
758,736,0.039974
758,734,0.039974
758,1156,0.039974
758,2066,0.03995
758,3116,0.03995
758,1714,0.039925
758,3466,0.039777
758,2392,0.039728
758,216,0.039408
759,401,0.035888
759,410,0.03587
759,4382,0.03587
759,3717,0.035853
759,4267,0.035853
759,2051,0.035853
759,2053,0.035853
759,1323,0.035853
759,2052,0.035835
759,2644,0.035835
759,2933,0.035817
759,591,0.035817
759,1992,0.035782
759,2442,0.035782
759,840,0.035782
759,2999,0.035765
759,4290,0.035765
759,3469,0.035765
759,453,0.035747
759,3924,0.035729
759,3798,0.035729
759,3801,0.035641
759,4000,0.035641
759,3799,0.035624
759,2525,0.035359
759,3905,0.035324
759,4219,0.035236
759,4218,0.035131
760,185,0.032459
760,1748,0.032459
760,822,0.032447
760,1519,0.032435
760,1906,0.032435
760,352,0.032435
760,4353,0.032423
760,931,0.032423
760,5474,0.032411
760,4058,0.032411
760,3676,0.032387
760,1592,0.032375
760,2595,0.032375
760,1619,0.032351
760,33,0.032339
760,497,0.032339
760,3893,0.032339
760,3353,0.032315
760,4119,0.032304
760,277,0.03228
760,2637,0.032268
760,1293,0.032256
760,2096,0.032196
760,4834,0.032184
760,4028,0.03216
760,3663,0.032136
760,2761,0.032124
760,2528,0.032077
760,2078,0.03167
760,2371,0.031647
760,3004,0.031539
761,2650,0.143412
761,5402,0.142938
761,5640,0.142832
761,4464,0.142797
761,4525,0.142727
761,4931,0.142674
761,4520,0.142621
762,3249,0.034627
762,670,0.034601
762,52,0.034576
762,4296,0.034576
762,2456,0.034576
762,4011,0.034576
762,1812,0.03455
762,1724,0.03455
762,864,0.03455
762,1103,0.03455
762,111,0.03455
762,4789,0.03455
762,3964,0.034525
762,1949,0.034525
762,1165,0.034525
762,4012,0.034499
762,1634,0.034474
762,4947,0.034474
762,2639,0.034448
762,971,0.034448
762,4412,0.034423
762,2746,0.034398
762,290,0.034398
762,495,0.034398
762,152,0.034372
762,1807,0.034372
762,33,0.034346
762,256,0.034296
762,4945,0.034245
763,1915,0.047865
763,1762,0.047842
763,376,0.047842
763,3664,0.047818
763,168,0.047818
763,5198,0.047795
763,270,0.047748
763,309,0.047748
763,2953,0.047748
763,2587,0.047701
763,2690,0.047701
763,342,0.047677
763,1560,0.047677
763,82,0.047654
763,485,0.04763
763,1293,0.047489
763,5506,0.047419
763,214,0.047348
763,2687,0.047278
763,861,0.047184
763,4151,0.047019
764,1729,0.200715
764,1329,0.200592
764,2444,0.200098
764,1731,0.199359
764,325,0.199235
765,3313,0.071972
765,2146,0.071945
765,2882,0.071945
765,2818,0.071945
765,195,0.071918
765,2749,0.071918
765,4476,0.071892
765,4010,0.071839
765,4287,0.071839
765,4879,0.071336
765,2687,0.071283
765,1286,0.071071
765,2573,0.069906
765,1219,0.06919
766,1932,0.503902
766,1935,0.496098
767,2643,0.043833
767,1437,0.043833
767,5182,0.043752
767,5581,0.043752
767,3385,0.043752
767,5283,0.043725
767,5225,0.043725
767,5114,0.043671
767,2244,0.043671
767,3665,0.043644
767,3434,0.04359
767,1715,0.04359
767,1706,0.04351
767,862,0.043456
767,4569,0.043429
767,2209,0.043375
767,3956,0.043375
767,2633,0.043322
767,4879,0.043187
767,3703,0.042999
767,602,0.042999
767,2708,0.042972
767,4151,0.042837
768,1464,0.047827
768,4392,0.047809
768,3396,0.047792
768,868,0.047792
768,178,0.047774
768,3251,0.047757
768,54,0.047757
768,4292,0.047739
768,1571,0.047721
768,3788,0.047721
768,2978,0.047704
768,68,0.047704
768,3798,0.047686
768,2279,0.047668
768,25,0.047651
768,12,0.047616
768,1968,0.047457
768,1858,0.047369
768,861,0.047316
768,4036,0.047228
768,3355,0.046911
769,2722,0.041844
769,2497,0.041844
769,4876,0.041844
769,2789,0.041844
769,852,0.041823
769,181,0.041823
769,3428,0.041803
769,2605,0.041803
769,1182,0.041803
769,1964,0.041782
769,2474,0.041762
769,5043,0.041762
769,3891,0.041741
769,396,0.041741
769,3424,0.041721
769,9,0.041721
769,901,0.041659
769,25,0.041618
769,2533,0.041597
769,88,0.041597
769,244,0.041474
769,791,0.041392
769,2948,0.04133
769,2874,0.040673
770,4698,0.250054
770,2600,0.250023
770,2083,0.249962
770,4244,0.249962
771,5426,0.202355
771,5425,0.201124
771,5680,0.200246
771,1880,0.198313
771,1483,0.197961
772,2779,0.067004
772,720,0.066988
772,157,0.066971
772,1990,0.066955
772,3108,0.066938
772,4542,0.066922
772,3107,0.066889
772,1591,0.066823
772,2533,0.066807
772,884,0.066758
772,277,0.066758
772,2939,0.066659
772,871,0.066577
772,4652,0.065804
772,3147,0.065147
773,688,0.013296
773,1735,0.013296
773,662,0.01327
773,2689,0.01327
773,5048,0.01327
773,883,0.01327
773,1518,0.01327
773,2547,0.01327
773,621,0.01327
773,1625,0.01327
773,237,0.01327
773,4347,0.01327
773,1667,0.01327
773,549,0.01327
773,3544,0.01327
773,4730,0.013244
773,903,0.013244
773,936,0.013244
773,2957,0.013244
773,634,0.013244
773,4507,0.013244
773,2332,0.013244
773,222,0.013218
773,5466,0.013218
773,93,0.013218
773,645,0.013218
773,1493,0.013218
773,5288,0.013218
773,1969,0.013191
773,2289,0.013191
773,565,0.013191
773,5307,0.013191
773,598,0.013165
773,1914,0.013165
773,1394,0.013165
773,3708,0.013165
773,1378,0.013165
773,3227,0.013139
773,4748,0.013113
773,3351,0.013113
773,3689,0.013113
773,408,0.013113
773,4426,0.01306
773,2983,0.01306
773,3853,0.01306
773,3057,0.01306
773,361,0.01306
773,82,0.013034
773,255,0.013034
773,1438,0.013034
773,194,0.013008
773,950,0.013008
773,2803,0.013008
773,639,0.012982
773,3517,0.012982
773,3319,0.012956
773,4096,0.01293
773,197,0.01293
773,374,0.012903
773,4346,0.012877
773,2149,0.012877
773,1293,0.012851
773,3690,0.012799
773,2633,0.012799
773,1480,0.012746
773,791,0.01272
773,571,0.012694
773,216,0.012511
773,2334,0.012511
773,305,0.01238
773,4215,0.012197
773,4605,0.012144
773,301,0.012118
773,3877,0.012066
773,3203,0.011909
773,2874,0.011804
773,1072,0.011594
774,5393,0.091329
774,3079,0.091284
774,1261,0.091284
774,3777,0.091284
774,97,0.09115
774,2057,0.09115
774,1179,0.09106
774,1193,0.09097
774,1834,0.090791
774,249,0.090298
774,879,0.089401
775,4869,0.026059
775,5078,0.026021
775,3845,0.026021
775,944,0.026021
775,3717,0.026021
775,3121,0.025982
775,1404,0.025982
775,3734,0.025982
775,828,0.025982
775,3412,0.025963
775,1893,0.025963
775,5832,0.025944
775,3679,0.025924
775,2811,0.025924
775,2804,0.025924
775,2889,0.025905
775,1402,0.025905
775,1029,0.025905
775,2503,0.025886
775,471,0.025867
775,256,0.025829
775,12,0.025809
775,2100,0.025809
775,810,0.02579
775,2201,0.025713
775,1666,0.025617
775,214,0.025617
775,2687,0.02556
775,5402,0.025502
775,3111,0.025387
775,4990,0.025195
775,2368,0.025195
775,2446,0.025195
775,1158,0.025099
775,3355,0.025042
775,4987,0.025022
775,2371,0.024754
775,3004,0.024581
775,1382,0.024101
776,1477,0.018353
776,1392,0.018339
776,280,0.018325
776,4138,0.018325
776,808,0.018325
776,2575,0.018312
776,981,0.018312
776,76,0.018312
776,3666,0.018312
776,5238,0.018312
776,1744,0.018312
776,1898,0.018298
776,3288,0.018298
776,2458,0.018298
776,777,0.018298
776,2094,0.018285
776,126,0.018285
776,967,0.018271
776,2869,0.018271
776,1776,0.018271
776,1893,0.018271
776,649,0.018258
776,3906,0.018258
776,856,0.018258
776,1049,0.018244
776,483,0.018231
776,2482,0.018231
776,3760,0.018231
776,2736,0.018217
776,3125,0.018217
776,2881,0.018217
776,3853,0.018217
776,66,0.018217
776,5222,0.018217
776,4498,0.018204
776,537,0.018204
776,239,0.01819
776,943,0.01819
776,3264,0.018177
776,2307,0.018177
776,2429,0.018177
776,457,0.018163
776,601,0.018163
776,2020,0.01815
776,3709,0.018136
776,2569,0.018123
776,3773,0.018069
776,2102,0.018042
776,246,0.018015
776,4703,0.018001
776,2447,0.017988
776,1528,0.01788
776,2105,0.017799
776,1072,0.017461
776,2573,0.017285
777,1477,0.010375
777,1650,0.010375
777,738,0.010369
777,4127,0.010362
777,1929,0.010362
777,2922,0.010362
777,5044,0.010362
777,280,0.010362
777,3714,0.010362
777,1818,0.010356
777,2261,0.010356
777,4437,0.010356
777,2107,0.010356
777,2106,0.010356
777,3158,0.010356
777,981,0.010356
777,4295,0.010356
777,954,0.010356
777,5086,0.01035
777,3218,0.01035
777,320,0.01035
777,915,0.01035
777,3808,0.01035
777,2283,0.01035
777,673,0.01035
777,2530,0.01035
777,4186,0.01035
777,4711,0.01035
777,5042,0.01035
777,3898,0.01035
777,5549,0.01035
777,1752,0.01035
777,2848,0.01035
777,1898,0.01035
777,665,0.01035
777,4310,0.010343
777,5043,0.010343
777,776,0.010343
777,2718,0.010343
777,4334,0.010343
777,5087,0.010343
777,1686,0.010343
777,838,0.010343
777,1250,0.010343
777,3332,0.010343
777,4249,0.010343
777,4713,0.010343
777,1111,0.010337
777,2869,0.010337
777,1893,0.010337
777,4304,0.010337
777,1984,0.010337
777,4181,0.010337
777,2919,0.010337
777,2244,0.010331
777,847,0.010331
777,856,0.010331
777,2918,0.010331
777,3519,0.010331
777,1820,0.010331
777,5259,0.010324
777,1049,0.010324
777,2482,0.010318
777,1819,0.010318
777,2915,0.010318
777,483,0.010318
777,636,0.010312
777,778,0.010312
777,2736,0.010312
777,2713,0.010312
777,756,0.010305
777,4498,0.010305
777,537,0.010305
777,242,0.010305
777,1278,0.010299
777,2429,0.010292
777,2395,0.010292
777,3786,0.010286
777,457,0.010286
777,601,0.010286
777,3319,0.010286
777,2569,0.010267
777,23,0.010254
777,90,0.010248
777,3773,0.010242
777,404,0.010235
777,2580,0.010229
777,3226,0.010222
777,2850,0.010203
777,2706,0.010203
777,1307,0.010165
777,969,0.010159
777,1097,0.01014
777,879,0.010089
777,4650,0.010038
777,2874,0.010006
777,2914,0.009974
778,779,1.0
779,778,1.0
780,1252,1.0
781,2743,0.021435
781,5544,0.02143
781,5370,0.02143
781,5847,0.021424
781,4673,0.021419
781,3281,0.021409
781,5686,0.021409
781,5515,0.021409
781,5371,0.021403
781,5517,0.021398
781,5650,0.021372
781,4331,0.021366
781,3728,0.021361
781,1325,0.021356
781,855,0.02134
781,5673,0.02133
781,2841,0.021324
781,5592,0.021314
781,5641,0.021309
781,5632,0.021298
781,4221,0.021293
781,788,0.021288
781,5662,0.021282
781,3703,0.021277
781,5638,0.021277
781,5629,0.021272
781,2366,0.021267
781,3438,0.021267
781,5709,0.021261
781,5640,0.021256
781,5705,0.021251
781,2982,0.021251
781,5596,0.021235
781,2365,0.021235
781,5701,0.02123
781,5661,0.021224
781,4991,0.021198
781,5130,0.021193
781,4994,0.021182
781,5132,0.021182
781,5073,0.021177
781,547,0.021167
781,5178,0.021135
781,5685,0.021119
781,3004,0.021035
781,3329,0.020967
781,4794,0.020946
782,263,0.338133
782,601,0.336823
782,4794,0.325043
783,3294,0.062641
783,965,0.062641
783,1576,0.062618
783,3091,0.062618
783,1040,0.062595
783,1475,0.062572
783,3959,0.062572
783,5453,0.062572
783,2732,0.062549
783,3627,0.062526
783,3128,0.062457
783,2557,0.062411
783,2307,0.062388
783,2926,0.062365
783,5554,0.062272
783,4068,0.062203
784,520,0.1251
784,3914,0.1251
784,1358,0.125069
784,1912,0.125038
784,4026,0.125038
784,3431,0.125038
784,2702,0.124916
784,197,0.124701
785,3207,0.038647
785,2146,0.038628
785,3137,0.038628
785,1166,0.038628
785,3297,0.038628
785,4337,0.038628
785,3630,0.038609
785,3664,0.03859
785,2052,0.03859
785,1232,0.03859
785,2644,0.03859
785,393,0.038571
785,582,0.038571
785,2304,0.038514
785,4693,0.038514
785,3057,0.038476
785,2995,0.038476
785,2881,0.038476
785,3928,0.038419
785,1290,0.0384
785,1077,0.038381
785,4569,0.038362
785,3015,0.038211
785,2687,0.038154
785,3241,0.038097
785,1031,0.037623
786,2201,0.334783
786,3495,0.334324
786,4036,0.330893
787,2127,1.0
788,3561,0.061852
788,542,0.061378
788,1737,0.061378
788,5520,0.061022
788,5570,0.060547
788,4752,0.060191
788,5003,0.059717
788,5648,0.059717
788,1822,0.059479
788,4904,0.059005
788,3438,0.058293
788,3831,0.058175
788,5640,0.058055
788,1701,0.056988
788,1695,0.056514
788,5128,0.056158
788,3329,0.05153
789,2552,1.0
790,1160,0.019414
790,2806,0.019405
790,1989,0.019395
790,1974,0.019395
790,1780,0.019386
790,1756,0.019386
790,2373,0.019386
790,1291,0.019386
790,166,0.019386
790,2237,0.019386
790,880,0.019376
790,34,0.019376
790,2460,0.019376
790,3808,0.019376
790,4182,0.019376
790,3483,0.019376
790,2191,0.019376
790,447,0.019367
790,1168,0.019367
790,2715,0.019367
790,2376,0.019357
790,4179,0.019357
790,4106,0.019348
790,1820,0.019348
790,495,0.019329
790,3953,0.019329
790,33,0.01931
790,258,0.01931
790,2753,0.019291
790,2363,0.019271
790,516,0.019252
790,2569,0.019252
790,26,0.019243
790,3908,0.019224
790,5623,0.019224
790,2102,0.019195
790,2021,0.019176
790,98,0.019157
790,5330,0.01909
790,5335,0.019081
790,1528,0.019081
790,305,0.019071
790,5179,0.019062
790,4067,0.019052
790,1483,0.019052
790,4865,0.019014
790,5000,0.019014
790,5059,0.018986
790,2427,0.018919
790,2425,0.018843
790,4976,0.018557
790,3329,0.018548
791,150,1.0
792,3225,0.062701
792,1651,0.062701
792,3441,0.062701
792,320,0.062678
792,5360,0.062678
792,3781,0.062654
792,5025,0.062654
792,4555,0.062608
792,4788,0.062608
792,1792,0.062585
792,3271,0.062562
792,5201,0.062539
792,1579,0.062447
792,5613,0.0624
792,516,0.062377
792,3823,0.061107
793,575,0.062907
793,3579,0.062907
793,4685,0.062876
793,1095,0.062845
793,222,0.062845
793,1303,0.062784
793,2631,0.062784
793,5185,0.062722
793,643,0.062722
793,581,0.062537
793,1325,0.062444
793,4792,0.062382
793,3182,0.062259
793,3005,0.061888
793,2570,0.06161
793,3877,0.061486
794,3125,0.200434
794,448,0.200384
794,2195,0.200335
794,246,0.199695
794,380,0.199152
795,2071,0.334057
795,3189,0.333811
795,917,0.332131
796,702,0.043679
796,341,0.043652
796,604,0.043625
796,1310,0.043625
796,131,0.043625
796,3919,0.043625
796,2967,0.043572
796,130,0.043545
796,321,0.043545
796,360,0.043545
796,2166,0.043545
796,1217,0.043518
796,278,0.043518
796,2143,0.043518
796,727,0.043491
796,373,0.043491
796,2482,0.043464
796,1652,0.043464
796,2515,0.043411
796,3913,0.043277
796,3956,0.043223
796,791,0.043089
796,1725,0.042955
797,3073,1.0
798,2511,0.008399
798,2101,0.008399
798,4740,0.008391
798,952,0.008383
798,1733,0.008383
798,5214,0.008383
798,4543,0.008383
798,3508,0.008375
798,4672,0.008375
798,142,0.008375
798,2076,0.008375
798,1508,0.008375
798,892,0.008375
798,1279,0.008375
798,1729,0.008375
798,3783,0.008375
798,3214,0.008375
798,3984,0.008375
798,207,0.008375
798,2106,0.008375
798,2261,0.008375
798,1375,0.008375
798,803,0.008375
798,2007,0.008375
798,1036,0.008375
798,2290,0.008375
798,1900,0.008375
798,3521,0.008366
798,176,0.008366
798,740,0.008366
798,1977,0.008366
798,1659,0.008366
798,2062,0.008366
798,4470,0.008366
798,1732,0.008366
798,1881,0.008366
798,1648,0.008366
798,3974,0.008366
798,1404,0.008358
798,1039,0.008358
798,281,0.008358
798,298,0.008358
798,2094,0.008358
798,1073,0.008358
798,5511,0.008358
798,3672,0.008358
798,368,0.008358
798,828,0.008358
798,671,0.008358
798,2057,0.00835
798,2869,0.00835
798,4257,0.00835
798,1479,0.00835
798,811,0.00835
798,4188,0.008342
798,2672,0.008342
798,345,0.008342
798,4575,0.008342
798,2028,0.008325
798,764,0.008325
798,2177,0.008325
798,1715,0.008317
798,4676,0.008309
798,2647,0.008309
798,829,0.008309
798,930,0.008309
798,906,0.0083
798,2557,0.0083
798,3828,0.0083
798,56,0.008292
798,964,0.008292
798,4185,0.008292
798,2242,0.008292
798,3980,0.008284
798,1731,0.008284
798,1290,0.008284
798,3150,0.008276
798,325,0.008276
798,2451,0.008276
798,610,0.008267
798,594,0.008267
798,2123,0.008267
798,1052,0.008267
798,3051,0.008259
798,2698,0.008259
798,2492,0.008251
798,5602,0.008243
798,244,0.008243
798,1901,0.008234
798,5328,0.008234
798,1932,0.008234
798,5429,0.008234
798,1646,0.008234
798,2495,0.008226
798,1755,0.00821
798,3069,0.00821
798,5605,0.008201
798,5401,0.008152
798,5411,0.008144
798,602,0.008135
798,2528,0.008127
798,5330,0.008119
798,1882,0.008119
798,3005,0.008111
798,305,0.008102
798,1097,0.008094
798,4220,0.008094
798,4278,0.008078
798,5596,0.008069
798,4866,0.008069
798,4413,0.008045
798,4215,0.008045
798,879,0.008028
798,5063,0.008028
798,4931,0.008028
798,4301,0.007987
798,917,0.007971
798,2914,0.00788
798,4997,0.007616
798,4114,0.007591
798,3147,0.007459
799,1981,0.031363
799,1994,0.031363
799,867,0.031363
799,1106,0.031363
799,1487,0.031363
799,4376,0.031363
799,1823,0.031352
799,2815,0.031352
799,1271,0.031352
799,1790,0.031352
799,949,0.031329
799,3699,0.031329
799,533,0.031329
799,4917,0.031329
799,3383,0.031317
799,3506,0.031306
799,1156,0.031306
799,188,0.031306
799,5004,0.031294
799,405,0.031271
799,2647,0.031271
799,3685,0.031259
799,1591,0.031259
799,3709,0.031213
799,516,0.031202
799,228,0.031202
799,4297,0.031155
799,4203,0.031109
799,1478,0.031109
799,3241,0.031052
799,982,0.031028
799,4793,0.030439
800,3184,1.0
801,4088,0.026561
801,1340,0.026545
801,2613,0.026545
801,2411,0.026545
801,1004,0.026545
801,4668,0.026528
801,1644,0.026528
801,565,0.026512
801,2255,0.026512
801,508,0.026512
801,839,0.026496
801,533,0.026496
801,1099,0.026496
801,3446,0.026496
801,886,0.026479
801,830,0.026463
801,453,0.026447
801,106,0.02643
801,70,0.026414
801,146,0.026398
801,457,0.026365
801,5244,0.026365
801,197,0.026349
801,434,0.026349
801,2149,0.026316
801,2559,0.026316
801,5429,0.026267
801,2389,0.026202
801,4879,0.026186
801,2948,0.026169
801,970,0.026137
801,5628,0.026121
801,2334,0.026088
801,1528,0.026023
801,1946,0.025876
801,301,0.025843
801,1158,0.025762
801,3004,0.025321
802,5121,0.021911
802,4018,0.021835
802,2368,0.021835
802,5055,0.021786
802,4113,0.021418
802,2876,0.011028
802,4123,0.011028
802,1679,0.011028
802,841,0.011023
802,1685,0.011018
802,122,0.011018
802,3247,0.011018
802,645,0.011018
802,1952,0.011018
802,1741,0.011012
802,1719,0.011012
802,1044,0.011007
802,1308,0.011007
802,3127,0.011007
802,5686,0.011001
802,649,0.011001
802,2023,0.010996
802,562,0.010996
802,2399,0.01099
802,5518,0.01099
802,1163,0.010985
802,5113,0.010985
802,4797,0.010969
802,5320,0.010963
802,127,0.010958
802,2840,0.010947
802,3794,0.010942
802,5625,0.010936
802,5623,0.010931
802,3908,0.010931
802,1081,0.01092
802,2733,0.01092
802,2580,0.010915
802,4882,0.010909
802,2778,0.010904
802,5592,0.010904
802,5013,0.010904
802,4703,0.010898
802,4315,0.010893
802,5394,0.010893
802,4903,0.010893
802,5649,0.010888
802,5664,0.010882
802,5823,0.010877
802,5382,0.010871
802,5724,0.010871
802,5572,0.010866
802,5594,0.010866
802,5597,0.01085
802,5582,0.01085
802,3111,0.010844
802,2982,0.010839
802,5705,0.010839
802,1084,0.010828
802,4370,0.010817
802,4531,0.010817
802,5728,0.010812
802,4865,0.010812
802,5176,0.010812
802,5661,0.010812
802,4413,0.010806
802,1205,0.010796
